id,a1_country_code,a2_authority_name,a3_appellate_decision,a4_decision_year,a5_decision_month,a6_num_defendants,a7_defendant_name,a8_defendant_class,a9_enterprise_size,a10_gov_level,a11_defendant_role,a12_sector,a13_sector_other,a14_processing_contexts,a15_data_subject_complaint,a16_media_attention,a17_official_audit,a18_art33_discussed,a19_art33_breached,a20_breach_notification_effect,a53_fine_imposed,a54_fine_amount,a55_fine_currency,a71_first_violation,a72_cross_border_oss,a73_oss_role,a77_articles_breached
Spain_480,ES,Spanish Agency for Data Protection,NO,2021,3,1,CITY COUNCIL OF EL ESCORIAL,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_481,ES,Spanish Agency for Data Protection,NO,2020,11,1,"VODAFONE ESPAÑA, S.A.U.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,42000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_482,ES,Spanish Data Protection Agency,NO,2020,2,1,"Telefónica Móviles España, S.A.U.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,30000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,58
Spain_483,ES,Spanish Agency for Data Protection,NO,2020,11,1,"VODAFONE ESPAÑA, S.A.U.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,42000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_484,ES,Spanish Agency for Data Protection,NO,2021,10,1,B.B.B.,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,CCTV;PRIVATE_SECURITY,CCTV,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1500,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_485,ES,Spanish Agency for Data Protection,NO,2021,0,1,A.A.A.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,website;contact_form,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,13
Spain_486,ES,Spanish Agency for Data Protection,NO,2021,0,1,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,120000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Spain_487,ES,Spanish Agency for Data Protection,NO,2020,0,1,"XFERA MÓVILES, S.A.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,CREDIT_SCORING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,20000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,
Spain_488,ES,Spanish Agency for Data Protection,NO,2020,0,1,STATE AGENCY OF TAX ADMINISTRATION,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,0,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_490,ES,Spanish Agency for Data Protection,NO,2020,12,1,"IBERDROLA CLIENTES, SAU",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,6000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,21
Spain_492,ES,Spanish Data Protection Agency,NO,2020,1,1,"CASA GRACIO OPERATION, SLU",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,6000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_493,ES,Spanish Data Protection Agency,NO,2022,5,1,"GLOVOAPP23, S.L.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,YES,LEAD,12;17
Spain_494,ES,Spanish Data Protection Agency,NO,2019,0,1,"IBERIA LÍNEAS AÉREAS DE ESPAÑA, S.A. OPERADORA UNIPERSONAL",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,CUSTOMER_LOYALTY_CLUBS,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,20000,EUR,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_495,ES,Spanish Data Protection Agency,NO,2022,0,1,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,70000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Spain_496,ES,Spanish Agency for Data Protection,NO,2021,0,1,CITY COUNCIL OF *** LOCALIDAD.1,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,CCTV;EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;13
Spain_497,ES,Spanish Data Protection Agency,NO,2020,3,1,A.A.A.,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,door-to-door sales;credit sales,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3600,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_498,ES,Spanish Data Protection Agency,NO,2020,6,1,CONGOSTO DE VALDAVIA CITY COUNCIL,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NO,NOT_APPLICABLE,5
Spain_499,ES,Spanish Agency for Data Protection,NO,2021,0,1,GENERAL DIRECTORATE OF THE CIVIL GUARD,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Spain_500,ES,Spanish Data Protection Agency,NO,2020,11,1,CANARYCLICK CONSULTING SL,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,COOKIES;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,8000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,7;22
Spain_501,ES,Spanish Agency for Data Protection,NO,2019,12,1,"IMNOVA RESORT, SL",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,COOKIES,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Spain_502,ES,Spanish Agency for Data Protection,NO,2021,0,1,"FLEXOGRÁFICA DEL MEDITERRÁNEO, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,printing;packaging;manufacturing,COOKIES,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,7;13
Spain_503,ES,Spanish Data Protection Agency,NO,2023,0,1,CAIXABANK S.A.,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,25000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Spain_504,ES,Spanish Data Protection Agency,NO,2019,0,1,"OUTSIDE SERVICE OF LABOUR PREVENTION EXTREMEÑA, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,YES,YES,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,32;33;34
Spain_505,ES,Spanish Agency for Data Protection,NO,2021,10,1,LA OFFICE BAR XXXX,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,BAR;VIDEO_SURVEILLANCE,CCTV,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1500,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5
Spain_506,ES,Spanish Data Protection Agency,NO,2020,0,1,B.B.B.,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,legal;professional_services,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Spain_507,ES,Spanish Agency for Data Protection,NO,2022,1,1,"LODEJU, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;13
Spain_508,ES,Spanish Data Protection Agency,NO,2019,11,1,"ZHANG BORDETA 2006, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CCTV,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,6000,EUR,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,5
Spain_509,ES,Spanish Data Protection Agency,NO,2019,0,1,"IBERIA LÍNEAS AÉREAS DE ESPAÑA, S.A. OPERADORA UNIPERSONAL",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING;CUSTOMER_LOYALTY_CLUBS,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,20000,EUR,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_510,ES,Spanish Data Protection Agency,NO,2020,0,1,"VODAFONE ESPAÑA, S.A.U.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,60000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_511,ES,Spanish Agency for Data Protection,NO,2021,1,1,CULTURAL ASSOCIATION *** ASSOCIATION.1,NGO_OR_NONPROFIT,UNKNOWN,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_513,ES,Spanish Agency for Data Protection,NO,2021,0,1,"EQUIFAX IBERICA, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,CREDIT_SCORING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,50000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_514,ES,Spanish Agency for Data Protection,NO,2020,2,1,BBB,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,self-employed;entrepreneur,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,58
Spain_515,ES,Spanish Agency for Data Protection,NO,2020,12,1,D.D.D.,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,NO,YES,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_516,ES,Spanish Agency for Data Protection,NO,2019,0,1,"GARANTIZA AUTOMOCIÓN, SL",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,automotive;car;website,COOKIES,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Spain_517,ES,Spanish Agency for Data Protection,NO,2021,0,1,Don B.B.B.,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,personal_website;relationship_content,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1500,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_518,ES,Spanish Agency for Data Protection,NO,2022,4,1,ORANGE ESPAGNE S.A.U.,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,100000,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5
Spain_519,ES,Spanish Data Protection Agency,NO,2020,0,1,"XFERA MÓVILES, S.A.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,75000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_520,ES,Spanish Agency for Data Protection,NO,2020,12,1,"VODAFONE ESPAÑA, S.A.U.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,54000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_522,ES,Spanish Agency for Data Protection,NO,2020,0,1,"GLOVOAPP23, SL",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,25000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,37
Spain_523,ES,Spanish Data Protection Agency,NO,2022,4,1,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,48000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Spain_524,ES,Spanish Data Protection Agency,NO,2019,12,2,SHANA RETAIL S.L.,PRIVATE,UNKNOWN,NOT_APPLICABLE,NOT_MENTIONED,RETAIL,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Spain_525,ES,Spanish Data Protection Agency,NO,2019,12,2,SHANA RETAIL S.L.,PRIVATE,UNKNOWN,NOT_APPLICABLE,NOT_MENTIONED,RETAIL,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Spain_526,ES,Spanish Data Protection Agency,NO,2019,12,1,"MYMOVILES EUROPA 2000, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1500,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,13
Spain_527,ES,Spanish Data Protection Agency,NO,2020,0,1,"CENTRO DE ESTUDIES addressed DELTA, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_529,ES,Spanish Agency for Data Protection,NO,2021,11,1,CITY COUNCIL OF GIJÓN,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,30
Spain_530,ES,Spanish Agency for Data Protection,NO,2021,12,1,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,60000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_532,ES,Spanish Agency for Data Protection,NO,2019,11,2,CITY COUNCIL OF RIBADEDEVA,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Spain_533,ES,Spanish Agency for Data Protection,NO,2021,0,1,"VODAFONE ESPAÑA, S.A.U.",PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,120000,EUR,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_534,ES,Spanish Agency for Data Protection,NO,2021,1,1,"XFERA MÓVILES, SA",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,24000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,58
Spain_535,ES,Spanish Agency for Data Protection,NO,2021,0,1,MEETING PUERTO C.B.,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2000,EUR,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_536,ES,Spanish Data Protection Agency,NO,2020,0,1,"XFERA MÓVILES, S.A.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,58
Spain_537,ES,Spanish Agency for Data Protection,NO,2022,0,1,B.B.B.,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Spain_539,ES,Spanish Agency for Data Protection,NO,2020,0,1,DIRECTORATE GENERAL OF THE POLICE,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15
Spain_540,ES,Spanish Agency for Data Protection,NO,2022,8,1,"VACACIONES EDREAMS, S.L.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,YES,LEAD,12
Spain_541,ES,Spanish Agency for Data Protection,NO,2022,0,1,B.B.B.,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,HOME_SECURITY;VIDEO_SURVEILLANCE,CCTV,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,13
Spain_542,ES,Spanish Agency for Data Protection,NO,2021,3,1,"XFERA MÓVILES, S.A.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,MARKETING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,90000,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;17;32
Spain_543,ES,Spanish Agency for Data Protection,NO,2021,10,1,COMMUNITY OF OWNERS R.R.R.,OTHER,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_545,ES,Spanish Data Protection Agency,NO,2020,0,1,"Xfera Móviles, S.A.",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,70000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Spain_546,ES,Spanish Data Protection Agency,NO,2019,3,1,"Equifax Iberica, S.L.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,CREDIT_SCORING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,75000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_547,ES,Spanish Data Protection Agency,YES,2020,0,1,"ORANGE ESPAGNE, S.A.U.",PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,80000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Spain_549,ES,Spanish Agency for Data Protection,NO,2021,0,1,"MALAGATROM, S.L.U.",PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,4000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
